content_id,title,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
4.31714E+18,Key trends in machine learning and AI,Blaise Agüera y Arcas: How computers are learning to be creative,Artificial Intelligence's White Guy Problem,"Google, Amazon and the upcoming battle over AI Assistants",How Did Q1 2016 Go for FinTech Around the World?,Machine Learning is Fun! Part 2
4.32028E+18,The future of agriculture - Jim Womack visits a lean farm,"Carne artificial acabará com o agronegócio brasileiro, afirma especialista",Bayer propõe comprar Monsanto para formar a maior agroquímica do mundo,Cargill anuncia mudanças estratégicas para fortalecer a marca Nutron,Honda e Softbank desenvolverão sistema de IA para ajudar os motoristas,MOBILE TIME - Drones vão ajudar pequenos agricultores no Brasil
4.32889E+18,Vídeo impactante faz você sentir na pele o preconceito contra LGBTs,Lilly Wachowski Makes First Public Appearance Since Coming Out as Transgender,Como o novo algoritmo do Facebook afeta sua estratégia de Marketing,"No ""Altas Horas"", garoto filho de casal homoafetivo dá lição contra a homofobia",Equal Pay Day in the spotlight this year,"""Strut"", reality de modelos trans produzido por Whoopi Goldberg, ganha primeiro trailer"
4.33367E+18,New Trend Briefing from TrendWatching | RECONCILIATION BRANDS,What Is a Good Retention Rate for Online Software,New South & Central America Trend Briefing from TrendWatching | PROTECTIVE TECH,New Trend Briefing from TrendWatching | RECONCILIATION BRANDS,Visa traz pagamentos móveis ao Brasil junto com Samsung - Startupi,Family photo sharing platform Togethera shutters after low growth numbers
4.33894E+18,"Choose the Google Docs, Sheets, and Slides files you want to access offline",Google Calendar's newest feature uses machine learning to help you actually accomplish your goals,5 motivos para não escrever 5 motivos,Como ser menos ocupado em um mundo ocupado,Mapa mental: a chave para organizar seus projetos!,7 Powerful Habits That Make You More Assertive
4.3401E+18,20 fun facts about everyone’s new favorite rolling robot,Face centering Android library build on top of Google Vision API - Free Code Camp,Como a Netflix influencia o que você vai assistir através de imagens,Stetho for Android debug builds only,Platforms are the real powerhouses in Silicon Valley's business landscape,How to grow your startup with no budget
4.34506E+18,The Digital Transformation Playbook: Rethink Your Business for the Digital Age (Columbia Business School Publishing) eBook Kindle,Martech and ad tech convergence: myth or reality?,"thinkseg traz o seguro ""pague conforme você usa"" para taxistas",A smart home is where the bot is,77 Startups Powering The Future Of Farming And Agribusiness,Digital Leadership Is Not an Optional Part of Being a CEO
4.35546E+18,IoT Day: A timeline of how IoT is changing the world (infographic),How a Chatbot Helped This Vinyl Records Startup Make $1 Million in 8 Months,The Startup Zeitgeist,"Predicting the future, one week at a time",How to grow your startup with no budget,Ingenious Shirt Uses Recognizable Icons to Help Break Language Barriers When Traveling
4.36983E+18,Transforming life insurance with design thinking,Principais startups do ramo de saúde criam o 1o Cluster de Saúde Digital do Brasil | EXAME.com,Senior Solution paga R$ 50 mi pela att/PS e reforça portfólio com software para core banking,InsurTech: changing the world of risk - Chris Skinner's blog,"contentId
-3114161754347804356    How Google sets goals: OKRs - GV Library
-3114161754347804356    How Google sets goals: OKRs - GV Library
Name: title, dtype: object","Ava wants to molecularly replicate high-end wines, no grapes necessary"
4.37203E+18,Creating a scalable API with microservices,"Walgreens now lets you digitally clip coupons from its iOS app, redeem in-store through Apple Pay with loyalty card",The Progress of Web Apps - On the Edge,The Art Of Layout Testing With Galen Framework - Smashing Magazine,React Native v0.32.0-rc.0 released,WebAIM: WebAIM's WCAG 2.0 Checklist - for HTML documents
4.37302E+18,"TI continua despreparada para os negócios digitais, afirma Gartner - CIO",Dinheiro pode sair de circulação na Suécia até 2030,Como Startups e Grandes Empresas podem colaborar para Inovar mais e melhor,Failing model: Plastic Card + App and Card + Wallet Players?,Chatbots: Are they better without the chat?,Itaú prevê aumentar escala da ConectCar
4.37556E+18,Código Google: Introdução da próxima geração do Google Tag Manager e do Tag Manager 360 para Mobile Apps,AWS Certified Solutions Architect Professional – Study Guide – Domain 7.0: Scalability and Elasticity (15%),"Understanding IP Addresses, Subnets, and CIDR Notation for Networking",Practical VPC Design - AWS Startup Collection,Achievement Unlocked : AWS Certified Solutions Architect Professional,AWS Certified Solutions Architect Professional – Study Guide – Domain 6.0: Security (20%)
4.38304E+18,"Pedágio das rodovias estaduais de SP sobe 9,32% na sexta-feira - O Liberal",Taco Bell chega ao Brasil no segundo semestre desse ano,Solange Oliveira,Operator fuses bots with humans to build cyborg shopping experts,Amazon passa Google como ponto de partida para buscas de e-commerce - IDG Now!,Sympathy for Lady Vengeance (2005)
4.39675E+18,"Com compra da Estácio, Kroton se torna ""inalcançável"" | EXAME.com",Artem vs. Predator,Migrating from Parse to Bluemix,Google Cloud collaborates with Kinvey for HIPAA-compliant mobile Backend-as-a-Service,Descubra os 10 apps mais importantes para o brasileiro,Research at Google
4.40225E+18,Introduction to Guitar - Berklee | Coursera,Top 10 Insurtech Trends for 2017 - Insurance Thought Leadership,Pokémon Go pode ser nova ferramenta de marketing | EXAME.com,Seguradoras divulgam resultados de 2016 - Apólice,"Conheça Cris Grether, a diretora Global de Design que liderou, em Atlanta, a reformulação das embalagens de Coca-Cola",5 empresas que aplicam o Growth Hacking e que são sucesso
4.40431E+18,Building an Angular 2 Application for Production,"SINAIS do FUTURO imediato: #1, internet das coisas",Supercharge Java Auth with JSON Web Tokens (JWTs) | Baeldung,The new 64-bit Orange Pi is a quad-core computer for $20,Intel's internal IoT platform for real-time enterprise analytics,NES Classic Edition Coming This November
4.41956E+18,Latin America's chronic inefficiency could drive more O2O commerce growth,Digital Leadership Is Not an Optional Part of Being a CEO,Primeiro chatbot do varejo brasileiro no Facebook Messenger já está funcionando - Startupi,IBM makes a big shift into cognitive computing,"thinkseg traz o seguro ""pague conforme você usa"" para taxistas",The Digital Transformation Playbook: Rethink Your Business for the Digital Age (Columbia Business School Publishing) eBook Kindle
4.42841E+18,Introduction · Bitcoin para Programadores,Automate deployments and traffic splitting with the App Engine Admin API,"contentId
-1138633255366005559    Kaol Porfírio luta como uma garota! - Think Olga
-1138633255366005559    Kaol Porfírio luta como uma garota! - Think Olga
Name: title, dtype: object",7 Vital SEO Trends for Google Rankings in 2017 | Digital Current,Google Tag Manager: Giving Mobile Tagging a Little Extra Love,New Africa Trend Briefing from TrendWatching | BETTER TECH
4.43036E+18,Google's Tensor Processing Unit explained: this is what the future of computing looks like,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,Asus ready to take bite of 'Pi' market with Tinker micro PC,Put a ring on it: three smart rings with plenty of beauty and brains,"""5G está para IoT como 4G esteve para o Smartphone"", saiba as apostas da Intel para 2017",Apple's Machine Learning Has Cut Siri's Error Rate by a Factor of Two
4.43052E+18,"Facebook, Amazon, Google, IBM and Microsoft come together to create historic Partnership on AI",Creative Applications of Deep Learning with TensorFlow | Kadenze,The Conversational Economy Part 1: What's Causing the Bot Craze?,​Google's AI software is moving into your iPhone,"At eBay, Machine Learning is Driving Innovative New Approaches to Search Experiences",How to choose algorithms for Microsoft Azure Machine Learning
4.4379E+18,Taming the herd: using Zookeeper and Exhibitor on Google Container Engine,Global Blockchain Forum Launched to Coordinate Regulatory Interoperability and Best Practices,Barclays finally launches Apple Pay | The Memo,Blockchain CEO's Business Advice on Bitcoin Startups,"Band plays on, as global oil glut leaves supertankers in a huge jam",The Blockchain is the new Google
4.44101E+18,5 Ways to Save Time During Research | Viget,SwiftCoders by Garric Nahapetian on iTunes,Baião de Dois - uma delicia brasileiríssima,29 Common Google Analytics Data Errors And How To Fix Them,Eddy Cue and Craig Federighi Open Up About Learning From Apple's Failures,Sam Newman - Backends For Frontends
4.46066E+18,"Microsoft comprará LinkedIn por 26,2 bilhões de dólares | EXAME.com",29 Common Google Analytics Data Errors And How To Fix Them,Land Rover's lead engineer explains autonomous off-road driving,Entenda o seguro de transportes,Quando o Scrum irá falhar - Tableless,U.S. State Department Recommends Development of Blockchain and Distributed Ledgers to International Partners
4.46303E+18,The Blockchain is the new Google,Barclays finally launches Apple Pay | The Memo,Global Blockchain Forum Launched to Coordinate Regulatory Interoperability and Best Practices,Blockchain CEO's Business Advice on Bitcoin Startups,"Band plays on, as global oil glut leaves supertankers in a huge jam","Bitcasa killing Drive cloud storage service on May 20, will focus on 'growing platform business'"
4.47958E+18,Opening Up Data Science with data.world - Jono Bacon,"PostgreSQL Bloat: origins, monitoring and managing",Espressif Releases ESP8266-Killer!,Peter Doig sued for disavowing 40-year-old painting,MacOS Sierra Preview,NES Classic Edition Coming This November
4.48557E+18,Bose's New Speaker Only Costs $150 But You Have to Build It Yourself,12 incredible women you've never heard of who changed science forever,"contentId
4106497696154898573    Learn Swift Programming Syntax | Udacity
4106497696154898573    Learn Swift Programming Syntax | Udacity
Name: title, dtype: object",Decentralizing IoT networks through blockchain,The Internet of Things,11 Internet of Things (IoT) Protocols You Need to Know About
4.50836E+18,Facebook's Artificial Intelligence Research lab releases open source fastText on GitHub,TensorFlow Tutorial- Part 1,Android - The dark side of Jack and Jill,"""create-react-app"" and the future of creating React applications",Creating Universal Windows Apps with React Native,Support Ended for Eclipse Android Developer Tools
4.5327E+18,What Happens When No One and Everyone Owns a Product? - Built to Adapt,Stop Trying to Monetize Your Data - Built to Adapt,Introduction to Spring REST Docs | Baeldung,Taking Microservices Home - NGINX,Building Flipkart Lite: A Progressive Web App,Spring Boot 1.4 released
4.53381E+18,39 studies about human perception in 30 minutes,"contentId
8219310215587599928    Fooling The Machine
8219310215587599928    Fooling The Machine
Name: title, dtype: object","contentId
-7356135999773525293    Fooling The Machine
-7356135999773525293    Fooling The Machine
Name: title, dtype: object","contentId
8381798621267347902    Approaching (Almost) Any Machine Learning Problem
8381798621267347902    Approaching (Almost) Any Machine Learning Problem
Name: title, dtype: object","contentId
-456574518348806233    A Single App That'll Wrangle Your Millions of ...
-456574518348806233    A Single App That'll Wrangle Your Millions of ...
Name: title, dtype: object",Google's Schmidt Says Computers Not a Threat to Humans or Jobs
4.54421E+18,How I got into the top 15 of a Kaggle competition in 3 days: A Python Tutorial,What readers think about computer-generated texts,Doing Data Science Right - Your Most Common Questions Answered,Why Netflix thinks its personalized recommendation engine is worth $1 billion per year,Request for Information: Preparing for the Future of Artificial Intelligence,Learning to learn by gradient descent by gradient descent
4.54621E+18,Como o Trello foi de 4 a 17 milhões de usuários,What Is a Good Retention Rate for Online Software,New South & Central America Trend Briefing from TrendWatching | PROTECTIVE TECH,New Trend Briefing from TrendWatching | RECONCILIATION BRANDS,Visa traz pagamentos móveis ao Brasil junto com Samsung - Startupi,Family photo sharing platform Togethera shutters after low growth numbers
4.54833E+18,"Inside Capacitor, BigQuery's next-generation columnar storage format | Google Cloud Big Data Blog","Inside Capacitor, BigQuery's next-generation columnar storage format | Google Cloud Big Data Blog","Inside Capacitor, BigQuery's next-generation columnar storage format | Google Cloud Big Data Blog",IBM Watson is about to make Slack's chat bot smarter,"Google Slides incorpora recurso de ""perguntas e respostas"" em tempo real | Google Discovery","contentId
-456574518348806233    A Single App That'll Wrangle Your Millions of ...
-456574518348806233    A Single App That'll Wrangle Your Millions of ...
Name: title, dtype: object"
4.55534E+18,Meet Aquifer: A build system for easier Drupal development,7. What's in this for me?,Lightning Distribution for Drupal: Build Advanced Authoring Experiences in Drupal 8,How To Manage Your Drupal Patches with 'Drush Patch File' | Chromatic,Dries Buytaert,Debug Site Performance Using Web Profiler in Drupal 8
4.55916E+18,Novidades do CDI 2.0,Approaching (Almost) Any Machine Learning Problem | Abhishek Thakur,TF-Slim: A high level library to define complex models in TensorFlow,The Most Intolerant Wins: The Dictatorship of the Small Minority,"contentId
1433951803438448289    Creative partnerships: Machine learning and th...
1433951803438448289    Creative partnerships: Machine learning and th...
Name: title, dtype: object","contentId
7420742904084384944    Fooling The Machine
7420742904084384944    Fooling The Machine
Name: title, dtype: object"
4.56301E+18,"Empresas brasileiras correm para ""ajustar"" cultura interna | EXAME.com",GE Digital snags ServiceMax for $915 million,Grow fast or die slow: Focusing on customer success to drive growth,Microsoft is taking its cues from Facebook as it totally shakes up Office,Empresas de tecnologia preparam mais demissões após cortes na Cisco,"Dilma Rousseff's Impeachment Isn't a Coup, It's a Cover-Up"
4.56361E+18,YouTube's New Messenger Means You'll Never Have to Leave YouTube,Google Now on Tap estreia no Brasil | Google Discovery,Bicycle Thieves (1948),Um objeto longínquo mais distante que Plutão está entrando em foco,Oldboy (2003),Departures (2008)
4.57521E+18,"Bids for Apple-1 computer built by Steve Jobs pass $500,000",Today in Apple history: iCloud takes our files and photos to the sky | Cult of Mac,"contentId
5817939718364925129    Today in Apple history: Steve Jobs passes away...
5817939718364925129       Today in Apple history: Steve Jobs passes away
Name: title, dtype: object","contentId
-5808672937983623398    How Netflix does A/B testing - InVision Blog
-5808672937983623398    How Netflix does A/B testing - InVision Blog
Name: title, dtype: object","contentId
2847365042071859088    IBM now uses more Macs than any other company ...
2847365042071859088    IBM now uses more Macs than any other company ...
Name: title, dtype: object",How Green Was My Valley (1941)
4.57558E+18,Conversational Banking; from branches to bots. - Chatbots Magazine,Auka brings Google Cloud-powered banking to Europe,"LendingRobot Lets You Monitor Your Portfolio Performance On Prosper, Lending Club, And Funding Circle",3Dprintler lets you order a 3D print via chatbot,"Amazon looking to buy Capital One? "" Banking Technology",Bolt teria recebido uns R$ 12 milhões por campanha para o Banco Original | Ancelmo - O Globo
4.57745E+18,Cubr,Serverless Data Sync in Web Apps with Bit Torrent,"Autofill: What web devs should know, but don't",Bot Design Patterns,"How to build a robot that ""sees"" with $100 and TensorFlow",Torus
4.57939E+18,"Understanding IP Addresses, Subnets, and CIDR Notation for Networking",AWS Certified Solutions Architect Professional – Study Guide – Domain 7.0: Scalability and Elasticity (15%),Achievement Unlocked : AWS Certified Solutions Architect Professional,AWS Certified Solutions Architect Professional – Study Guide – Domain 6.0: Security (20%),AWS Certified Solutions Architect Professional – Study Guide – Domain 4.0: Network Design for a complex large scale deployment (10%),AWS Certified Solutions Architect Professional – Study Guide – Domain 2.0 Costing
4.57956E+18,Google may be considering Swift for use on Android,Why Erlang Matters,Breaking: Apple's Search Ads go LIVE!,Apple Unveils iPhone 7 Alongside 7 Plus With Dual-Lens Camera,Adulterated Objective-C,Why porting an iOS design to Android will not work
4.59714E+18,"Ava wants to molecularly replicate high-end wines, no grapes necessary",The SFMOMA's New App Will Forever Change How You Enjoy Museums,"contentId
4315784099325221836    tins ::: Rick Klau's weblog
4315784099325221836    tins ::: Rick Klau's weblog
Name: title, dtype: object","contentId
9033884391004475493    The Art of the OKR
9033884391004475493    The Art of the OKR
Name: title, dtype: object",Senior Solution paga R$ 50 mi pela att/PS e reforça portfólio com software para core banking,"contentId
-3114161754347804356    How Google sets goals: OKRs - GV Library
-3114161754347804356    How Google sets goals: OKRs - GV Library
Name: title, dtype: object"
4.60401E+18,"Big data, big differentiators: this week on Google Cloud Platform",Introducing Google Consumer Surveys API: Let users of your app create surveys,VR possibilities at Google I/O 2016: Four things I'm hoping to see,New settings for 2-Step Verification,Cross-channel user experiences with Drupal (awesome video demo!),Introducing Google Container Engine (GKE) node pools
4.60728E+18,Introducing Google Cloud Search: Bringing the power of Google Search to G Suite customers,Customize your G Suite experience with App Maker and Recommended apps,"Empresas brasileiras correm para ""ajustar"" cultura interna | EXAME.com",A step-by-step guide to agile growth experiments,How We Got on Product Hunt Without ANY Preparation & the Gobs of Money We Made,"contentId
-1706114177222872702    The Spotify Tribe
-1706114177222872702    The Spotify Tribe
Name: title, dtype: object"
4.60912E+18,"Lava-louças Brastemp Ative! 8 Serviços Blf08abana 110v - R$ 800,00",The Ultimate Digital Clean-Up Checklist: Are You Prepared For The New Year? - Smashing Magazine,20 Awesome PHP Libraries For Summer 2016,Making email safer with new security warnings in Gmail,Telegram Bolsters Bot API with New Gaming Functionality,Google planeja ferramentas de inteligência artificial para Raspberry Pi | Google Discovery
4.62535E+18,Google connects BigQuery to Google Drive and Sheets,Google may unveil Android VR headset at I/O conference,Transfer Style But Not Color,Approaching (Almost) Any Machine Learning Problem | Abhishek Thakur,Exclusive: Why Microsoft is betting its future on AI,The emerging Darwinian approach to analytics and augmented intelligence
4.62949E+18,"Para rebater Estatuto da Família, campanha muda significado de 'família' no Dicionário Houaiss","TRF mantém resolução que proíbe ""cura gay"" - Jornal Opção",Netflix emociona com vídeo destacando personagens LGBT,YouTube chama seus criadores de conteúdo para a campanha mundial #OrgulhoDeSer,Workplace diversity in Brazil: there's still a long way to go,"National Coming Out Day - Wikipedia, the free encyclopedia"
4.63187E+18,"Apple announces 'iPhone 7' September 7 event, Apple Watch 2 and MacBook Pros may be unveiled",The Conversational Economy Part 1: What's Causing the Bot Craze?,​Google's AI software is moving into your iPhone,Creative Applications of Deep Learning with TensorFlow | Kadenze,"At eBay, Machine Learning is Driving Innovative New Approaches to Search Experiences",Giant-Man Goes Down in CAPTAIN AMERICA: CIVIL WAR Concept Art and New Poster Art
4.63301E+18,Dries Buytaert: Advancing Drupal's web services,Artificial intelligence is hard to see,14 Cool Drupal 8 modules for site builders | August 2016,"There will be a Drupal 9, and here is why",WeChat's competitor to Slack has arrived,Docker Swarm
4.63496E+18,Se eu fosse fundar uma nova agência... - Meio & Mensagem,How to get the most from your agency relationships in 2017,Cafeteria compra item de Pokémon Go para aumentar movimento - e funciona,Meio&Mensagem,Martech and ad tech convergence: myth or reality?,"thinkseg traz o seguro ""pague conforme você usa"" para taxistas"
4.64418E+18,Smirnoff lança primeiro destilado em embalagem Tetrapak do Brasil,Unimart Shopping Campinas e Tetra Pak realizam Circuito da Reciclagem,Locaweb compra plataforma de e-commerce FBITS - B!T magazine,Livro reúne artigos de 30 pesquisadores sobre inovação na agricultura - RSS,Apresentação da nova placa de desenvolvimento Arduino MKRZero -,Xamarin gratuito no Visual Studio (Channel 9)
4.64467E+18,Automation and anxiety,Magic Quadrant for Business Intelligence and Analytics Platforms,Building organizational capabilities: McKinsey Global Survey results,The Internet of Things is looking for its VisiCalc,Power to the People: How One Unknown Group of Researchers Holds the Key to Using AI to Solve Real...,The Risks and Rewards of Fully Decoupling Drupal | Acquia
4.64793E+18,7 Ways to Win Consumers on Their Path to Purchase,Vivo cria laboratório de dados para impulsionar uso de Big Data,Inteligência Analítica: como a Disney utiliza Analytics - Metanalytics,Gestão de Dados: 10 questões básicas sobre seu uso,Madrid encontra forma divertida - e colorida - de melhorar a vida dos pedestres - Nômades Digitais,Grupo Abril oficializa novo posicionamento - Meio & Mensagem
4.65435E+18,Costa Rica presenta su primer edificio construido con tetra pak reciclado,This 8-Page Website Generated Six-Figures in its First 8 Months - gaps,Livro reúne artigos de 30 pesquisadores sobre inovação na agricultura - RSS,SIG Combibloc lança campanha para Américas e consolida sua proposta de valor,Saying �� to Allo and Duo: new apps for smart messaging and video calling,"Agility in the Cloud: Which ""As a Service"" Works for You?"
4.65743E+18,"Siri: Once a Flake, Now Key to Apple's Future",Artificial Intelligence Can Now Design Realistic Video and Game Imagery,13 Game-changing Artificial Intelligence Startups,Facebook Messenger bots are here and they want to kill apps,"Google Showcases Its Cloud Efforts, Determined to Catch Up to Rivals",Man accidentally deletes his entire company with one line of bad code
4.66706E+18,Citroën lança e-commerce de carros,Visual Thinking and Learning 3.0 working together at Walmart.com | Happy Melly,Ranking 50 Maiores Empresas do E-commerce Brasileiro/2016,Building a Facebook Chat Bot with Node and Heroku,"As Artificial Intelligence Evolves, So Does Its Criminal Potential",Building immutable entities into Google Cloud Datastore
4.66817E+18,Game of Loans,Anaqueen Skywalker: um mashup de Star Wars com Bohemian Rhapsody,Infrequently Noted,Touch (TV Series 2012-2013),"Chrome 52 Beta: CSS containment, simpler performance measurement, streamable responses from service workers, and more options for web push",WebAIM: WebAIM's WCAG 2.0 Checklist - for HTML documents
4.67189E+18,GE Digital snags ServiceMax for $915 million,"Empresas brasileiras correm para ""ajustar"" cultura interna | EXAME.com",Grow fast or die slow: Focusing on customer success to drive growth,Microsoft is taking its cues from Facebook as it totally shakes up Office,Siemens and General Electric gear up for the internet of things,"No, Apple isn't the next BlackBerry - it's the next Microsoft"
4.67467E+18,"Waterwheel, the Drupal SDK Ecosystem","Acquia Releases Lightning for Drupal 8, Enabling Fast Starts for Digital Experience Deployments [July 19, 2016]",Measuring the Benefits of Software Reuse,1. Why ecommerce matters,"Filtering and formatting fun with gcloud, GCP's command line interface","contentId
3399073250354435892    Introducing the Workspace Preview System | Acq...
3399073250354435892    Introducing the Workspace Preview System | Acq...
Name: title, dtype: object"
4.67551E+18,Swift Top 10 Articles For The Past Year (v.2017),Renewing Medium's focus,Setting up an Android ContentProvider with a join,Final Developer Preview before Android 7.0 Nougat begins rolling out | Android Developers Blog,"contentId
8416004328454490172    Real World Swift Performance
8416004328454490172    Real World Swift Performance
Name: title, dtype: object","JPMorgan Software Does in Seconds What Took Lawyers 360,000 Hours"
4.67742E+18,Deep Learning Race: A Survey of Industry Players' Strategies - Intuition Machine,Mapping the World of Music Using Machine Learning: Part 1 - iHeartRadio Tech Blog,My Top 9 Favorite Python Deep Learning Libraries - PyImageSearch,Omnitone: Spatial audio on the web,Microsoft Build: the 10 most important announcements,Machine learning at the museum: this week on Google Cloud Platform
4.6957E+18,Android - The dark side of Jack and Jill,Why 2016 is shaping up to be the Year of the Bot,Facebook's Artificial Intelligence Research lab releases open source fastText on GitHub,You SHOULD Learn Vanilla JavaScript Before JS Frameworks - Snipcart,How the Communicator's Dilemma Made a 'Slack-lash' Inevitable,"Here's what Viv looks like, the next generation AI assistant built by Siri creator"
4.70064E+18,The Original iPod Turns 15 Years Old,Apple Invites Media to 'Hello Again' October 27th Mac-Centric Event,Today in Apple history: World prepares for the NeXT Computer | Cult of Mac,Today in Apple history: iCloud takes our files and photos to the sky | Cult of Mac,"contentId
5817939718364925129    Today in Apple history: Steve Jobs passes away...
5817939718364925129       Today in Apple history: Steve Jobs passes away
Name: title, dtype: object",Today in Apple history: Happy birthday Steve Wozniak
4.70245E+18,A Data Engineer's Guide To Non-Traditional Data Storages,"PostgreSQL Bloat: origins, monitoring and managing",Espressif Releases ESP8266-Killer!,Aligning text smartly in CSS,MacOS Sierra Preview,Peter Doig sued for disavowing 40-year-old painting
4.70247E+18,Unilever cria e-commerce para lojas de bairro | EXAME.com,A ESTRATÉGIA DA C&A PARA VENCER A CRISE - brweek,Lançado 1º E-commerce de Mão de Obra Operacional do Brasil,Locaweb compra plataforma de e-commerce FBITS - B!T magazine,Alibaba quebra recorde de vendas no Dia dos Solteiros - e-commerce,Plataforma anuncia integração com marketplace líder em artigos esportivos
4.70689E+18,Banks' Privacy Concerns Shaping Blockchain Vendors' Strategies,Adobe Solution Partner Program News,3 Big Blockchain Ideas MIT is Working on Right Now - CoinDesk,"contentId
-7358932766266901263    Why Many Smart Contract Use Cases Are Simply I...
-7358932766266901263    Why Many Smart Contract Use Cases Are Simply I...
Name: title, dtype: object","Projeto Ara, o smartphone modular do Google, pode chegar ao mercado em 2017 | Google Discovery",Adobe CQ/Adobe AEM
4.71614E+18,"No dia das mães, Avon lança campanha com mãe de jovem gay",Como o novo algoritmo do Facebook afeta sua estratégia de Marketing,YouTube chama seus criadores de conteúdo para a campanha mundial #OrgulhoDeSer,Netflix emociona com vídeo destacando personagens LGBT,"""Strut"", reality de modelos trans produzido por Whoopi Goldberg, ganha primeiro trailer","No ""Altas Horas"", garoto filho de casal homoafetivo dá lição contra a homofobia"
4.71701E+18,Que novas oportunidades poderemos criar com Blockchain? - CIO,Automação de Marketing: o seu negócio está pronto?,Digital Tool as Strategic Enabler for Banking Transformation,Sponsored: Five reasons why retailers should opt for digital receipts,Digital development with online check-in and mobile room keys,Six iconic retailers and their digital transformation journeys
4.7443E+18,containerd - a core container runtime project for the industry - Docker Blog,Debug Site Performance Using Web Profiler in Drupal 8,Customer Supplied Encryption Keys in Cloud Storage now in beta,Deep Learning Demystified,Machines are learning to find concealed weapons in x-ray scans,What Happens When You Combine Artificial Intelligence and Satellite Imagery
4.74606E+18,How Pinterest Uses Machine Learning To Keep Its Users Pinned,The Competitive Landscape for Machine Intelligence,The Competitive Landscape for Machine Intelligence,"contentId
365571143597993923    Power to the People: How One Unknown Group of ...
365571143597993923    Power to the People: How One Unknown Group of ...
Name: title, dtype: object",Spark comparison: AWS vs. GCP,Exclusive: Why Microsoft is betting its future on AI
4.75174E+18,What do Design Thinking and Marketing have in common?,OKR e meta: minha experiência no Runrun.it,9 Useful Apps for Product Managers - Product Hunt,Three Lessons for Design-Driven Success,3 Pillars of the Most Successful Tech Products,The Startup Zeitgeist
4.75792E+18,Mobile Time,The Digital Transformation Playbook: Rethink Your Business for the Digital Age (Columbia Business School Publishing) eBook Kindle,"thinkseg traz o seguro ""pague conforme você usa"" para taxistas",Digital Leadership Is Not an Optional Part of Being a CEO,Accenture and Adboe team on customer enegagement,In defense of the Uber-ization of everything
4.76191E+18,Bot Engine,"Blab shuts down, but founders promise new product on the way",Ebay's mobile Craigslist competitor Close5 has quietly grown to 7 million downloads,TechCrunch launches a personalized news recommendations bot on Facebook Messenger,Extreme Style Machines:Using Random Neural Networks to Generate Textures,How a Chatbot Helped This Vinyl Records Startup Make $1 Million in 8 Months
4.77497E+18,The economic essentials of digital strategy,PwC faz virada digital e já fatura US$ 1 bilhão no mundo,The new tech talent you need to succeed in digital,Carros conectados impulsionarão diferentes indústrias | Sonho Seguro,The Home Of The Internet Of Things: Everywhere,How to Create an Exponential Mindset
4.77683E+18,"Stock photos of women of color in tech, now free to use.",Moovit's new Facebook chatbot for transport proves v0 is not going to be good,Front in BH 2016,Like It Is: Bob Dylan Explains What Really Killed Rock 'n' Roll,"If you think women in tech is just a pipeline problem, you haven't been paying attention - Tech Diversity Files",Sign Up for Mike Cohn's Best Content
4.78082E+18,Introducing Google Cloud Shell's new code editor,Para inovar é preciso mais do que boas ideias - Startupi,Why do you Fail at Growth Marketing and How to Solve it,The Mobile Growth Stack: 2017 Edition - Mobile Growth Stack,Introducing Cloud Spanner: a global database service for mission-critical applications,Introducing the Google Analytics Demo Account for Learning
4.78193E+18,5 empresas que aplicam o Growth Hacking e que são sucesso,Why Uber Is Killing the Bank (And What That Means for Everything Else),77 Startups Powering The Future Of Farming And Agribusiness,"Predicting the future, one week at a time",Platforms are the real powerhouses in Silicon Valley's business landscape,The Startup Zeitgeist
4.78308E+18,DevOps,Drupal 8 CI/CD with Docker via Jenkins. Part 1: Integration,Introducing Docker for Windows Server 2016 - Docker Blog,Here's how Evernote moved 3 petabytes of data to Google's cloud,Hedron: Or my dissatisfaction with local development #Drupal,Build Quality In: The Key to Continuous Delivery in Kanban
4.7855E+18,The new tech talent you need to succeed in digital,VISA to Test Blockchain Payments among Banks; a SWIFT Rival?,"The new, scary face of auto insurance",Of prediction and policy,The Digital Transformation Playbook: Rethink Your Business for the Digital Age (Columbia Business School Publishing) eBook Kindle,Accenture and Adboe team on customer enegagement
4.78673E+18,Living the Millennial Dream - ABODO,Defining The Sharing Economy: What Is Collaborative Consumption--And What Isn't?,Savage Love Letter of the Day: Get Out There and Fight,Behind the Scam: What Does It Take to Be a 'Best-Selling Author'? $3 and 5 Minutes. - The Mission,Write Like You Talk,YouTube chama seus criadores de conteúdo para a campanha mundial #OrgulhoDeSer
4.78885E+18,Node.js Examples - How Enterprises use Node in 2016 | @RisingStack,Learning How to Learn: The Most Important Developer Skill - Free Code Camp,Bitbucket Pipelines Beta: continuous delivery inside Bitbucket - Bitbucket,Effective learning through code workshops | Box Blog,7 Tips to Create a Company Learning Culture like Google - Without Resources,"Olhar Digital: Notícia: Testamos o HoloLens, os óculos do futuro da Microsoft"
