contentId,recommended_contentIds
8115033558441775155,"[np.int64(-749116597676471759), np.int64(7534917347133949300), np.int64(2625883933130361261), np.int64(-8277924497842156608), np.int64(8657408509986329668)]"
-1119244241345534741,"[np.int64(444378495316508239), np.int64(8381798621267347902), np.int64(8381798621267347902), np.int64(9208127165664287660), np.int64(-5253644367331262405)]"
-6308850935767965758,"[np.int64(1981046186743381313), np.int64(-6765871608738223618), np.int64(-7454907763335725103), np.int64(1184320069221244535), np.int64(-6728844082024523434)]"
7944907848226041964,"[np.int64(7944907848226041964), np.int64(-5843518165523212471), np.int64(123378787151399958), np.int64(-1297580205670251233), np.int64(-5082274522455747241)]"
7944907848226041964,"[np.int64(7944907848226041964), np.int64(-5843518165523212471), np.int64(123378787151399958), np.int64(-1297580205670251233), np.int64(-5082274522455747241)]"
5018472516978866574,"[np.int64(3075564241645350154), np.int64(-3537777320523757545), np.int64(5266164468981660031), np.int64(-3633300009206493694), np.int64(4355464044208438135)]"
8768619263229062922,"[np.int64(524776334673868069), np.int64(7270966256391553686), np.int64(-532999578436827210), np.int64(-5253644367331262405), np.int64(6678691743269420670)]"
-6603970730135147059,"[np.int64(-8254222281357012124), np.int64(484986956330644320), np.int64(-7009536306337650657), np.int64(4313871021753084020), np.int64(-9176143510534135851)]"
3367026768872537336,"[np.int64(5779887740609126631), np.int64(-8254222281357012124), np.int64(4161491675236615151), np.int64(6341647533150019811), np.int64(-5037827401452845772)]"
-7350631483047993309,"[np.int64(91241469839881699), np.int64(5847540986736720765), np.int64(-7508055250504867652), np.int64(484986956330644320), np.int64(-3324787160651928845)]"
80435662809978246,"[np.int64(-2747266787901704910), np.int64(-3302834510061927448), np.int64(-2323511129839590090), np.int64(-5843518165523212471), np.int64(-3699283667575074041)]"
4776828703162554224,"[np.int64(764116021156146784), np.int64(2927476152522512441), np.int64(-7191607771634445823), np.int64(-96719740408441346), np.int64(400125073514833994)]"
921770761777842242,"[np.int64(8339561640071198727), np.int64(-8578355592291788601), np.int64(-9073210245497295284), np.int64(2271793263120018251), np.int64(-1055630159212837930)]"
-3751398885033121551,"[np.int64(7400903238402587728), np.int64(335910242745901755), np.int64(6535950170823528902), np.int64(-387651900461462767), np.int64(-7908990633460844158)]"
-6545872007932025533,"[np.int64(3980405883168341377), np.int64(7906867252266782644), np.int64(-9050450867630628092), np.int64(-6940659689413147290), np.int64(-7442296890640709658)]"
-5669503112960687520,"[np.int64(4909630283317268181), np.int64(-6761163882540291832), np.int64(6540624159201421051), np.int64(8386493184609384928), np.int64(-2440247087447106971)]"
-2144625344076628986,"[np.int64(1540456027678548167), np.int64(-8187220755213888616), np.int64(3880098804615440102), np.int64(-6096307037126839100), np.int64(1981046186743381313)]"
4702466408529036844,"[np.int64(4815632823882298534), np.int64(-8968101771604200516), np.int64(123378787151399958), np.int64(-2167839778474325326), np.int64(7039033478836344543)]"
-782975839522191154,"[np.int64(7217636150008996485), np.int64(-8968101771604200516), np.int64(-6761163882540291832), np.int64(-7009536306337650657), np.int64(-5691384416070374740)]"
-816352740763488513,"[np.int64(5949788789046720741), np.int64(7270966256391553686), np.int64(-498795758651788662), np.int64(-4977928818612291634), np.int64(-8388400806941996172)]"
-4655195825208522542,"[np.int64(-5037827401452845772), np.int64(5779887740609126631), np.int64(-8043889175123948305), np.int64(-360529647164834348), np.int64(6341647533150019811)]"
6690761795935927461,"[np.int64(6690761795935927461), np.int64(3660989387512978561), np.int64(-825802007843492131), np.int64(6341647533150019811), np.int64(3770082505811422124)]"
6690761795935927461,"[np.int64(6690761795935927461), np.int64(3660989387512978561), np.int64(-825802007843492131), np.int64(6341647533150019811), np.int64(3770082505811422124)]"
-48842168049882829,"[np.int64(-8340365043226490059), np.int64(-2323511129839590090), np.int64(-5082274522455747241), np.int64(-8968101771604200516), np.int64(-7009536306337650657)]"
8886002764685330098,"[np.int64(-3058031327323357308), np.int64(8651615486877503655), np.int64(5854206600849997966), np.int64(4695698299220703541), np.int64(-14569272361926584)]"
-3645539449929727083,"[np.int64(4575580212020245658), np.int64(-3739000323288188282), np.int64(6831941111848480366), np.int64(-7002558676365724983), np.int64(-1257839697539084047)]"
-7277691357631151609,"[np.int64(-5573840044320724169), np.int64(-3581194288660477595), np.int64(4084131344684656470), np.int64(3989649621607163677), np.int64(-5071600977095793163)]"
-2630716662499331227,"[np.int64(2727743992157210358), np.int64(-8900113512825364282), np.int64(-4700714777342103147), np.int64(-7002558676365724983), np.int64(7616911250531106641)]"
-4749032095489327822,"[np.int64(7506614456429888492), np.int64(-7463305179076477879), np.int64(-2923886912694084893), np.int64(-5750828394349042089), np.int64(-5017021199558167721)]"
-4084394822880420062,"[np.int64(-8689798332822398451), np.int64(-2855218766021441159), np.int64(5714874452041944640), np.int64(-7492067511846042603), np.int64(511891900317865118)]"
7985545205318799060,"[np.int64(7534917347133949300), np.int64(-6642751159620064055), np.int64(2581138407738454418), np.int64(-4754223659064624252), np.int64(1469580151036142903)]"
7756118769128656312,"[np.int64(8968837261991914049), np.int64(1286723199785027310), np.int64(6987435400166905688), np.int64(6917508501173008954), np.int64(-1403735753867098241)]"
-4145260601063545880,"[np.int64(5036201777135800491), np.int64(-7387185690512762935), np.int64(5514214996211995551), np.int64(2672238531812965181), np.int64(5217724704513784613)]"
-3825317043780889928,"[np.int64(4815632823882298534), np.int64(-4386371945374980231), np.int64(-788035419968530567), np.int64(2639926854188906104), np.int64(123378787151399958)]"
7790567704847993284,"[np.int64(2255603060224026824), np.int64(1266958185239582088), np.int64(7845570490247450966), np.int64(-1868297195590431285), np.int64(-1911407455198985777)]"
1266958185239582088,"[np.int64(-1868297195590431285), np.int64(-692972306229904743), np.int64(2916072977192006313), np.int64(6419848550542384295), np.int64(-2273517184910006534)]"
-5414889822782394955,"[np.int64(-5403733687257676872), np.int64(-7666273193533605701), np.int64(-5924653357616257702), np.int64(-5924653357616257702), np.int64(-7009536306337650657)]"
6769852549722242790,"[np.int64(7013665235990336340), np.int64(-3614882924009373024), np.int64(-2440247087447106971), np.int64(2870099478920706993), np.int64(5719793245136119929)]"
-906467637324626408,"[np.int64(7083316110921342538), np.int64(123378787151399958), np.int64(231281690254211527), np.int64(-7726397374158219907), np.int64(-9105040345021932755)]"
-3487500907059331343,"[np.int64(6180979718957141670), np.int64(-2213320166727371491), np.int64(5474373819153295408), np.int64(-799315203186826480), np.int64(-8189315446782327370)]"
6180979718957141670,"[np.int64(-3487500907059331343), np.int64(-2213320166727371491), np.int64(-3832772858396854546), np.int64(-8189315446782327370), np.int64(-799315203186826480)]"
-7623502978685822577,"[np.int64(-6308850935767965758), np.int64(-7534240757267992657), np.int64(-7454907763335725103), np.int64(1981046186743381313), np.int64(-2144625344076628986)]"
7104734618727920421,"[np.int64(9158289456544908688), np.int64(-659411840002799494), np.int64(3845974592165897942), np.int64(-5784228041033890044), np.int64(8428597553954921991)]"
-1443900796086927361,"[np.int64(5533752987392101383), np.int64(5930806521893160184), np.int64(-2554512494756911972), np.int64(-3060116862184714437), np.int64(-3951274083288934897)]"
1525777409079968377,"[np.int64(-3745582971859460684), np.int64(-4503975842879662368), np.int64(-7620438371471449873), np.int64(-2410328180964789831), np.int64(668505019835540303)]"
7932334249452694632,"[np.int64(6341647533150019811), np.int64(-7009536306337650657), np.int64(123378787151399958), np.int64(-8968101771604200516), np.int64(8869575677747285539)]"
-4920252354047555768,"[np.int64(-4571929941432664145), np.int64(-1701416312023927957), np.int64(-9128652074338368262), np.int64(2399228553079505025), np.int64(-3269885695260066314)]"
5036201777135800491,"[np.int64(-4145260601063545880), np.int64(-7387185690512762935), np.int64(5514214996211995551), np.int64(2672238531812965181), np.int64(-5491334714953807444)]"
-1971429126058184075,"[np.int64(5028081187109329892), np.int64(2388097612905924826), np.int64(5929055844564382383), np.int64(2314077149264083254), np.int64(-6289909056857931861)]"
-8681175158863587641,"[np.int64(6015995473246774717), np.int64(-7174595923544719736), np.int64(667643281369196267), np.int64(-21036008762564671), np.int64(-5238066650780855302)]"
-5691384416070374740,"[np.int64(2639926854188906104), np.int64(-8254222281357012124), np.int64(-2639327025262198345), np.int64(-8968101771604200516), np.int64(-2323511129839590090)]"
8869575677747285539,"[np.int64(1115750778137998115), np.int64(-9105040345021932755), np.int64(123378787151399958), np.int64(2639926854188906104), np.int64(6341647533150019811)]"
6881796783400625893,"[np.int64(6094778865705471594), np.int64(8631616594020837056), np.int64(1485652648052127324), np.int64(8770410950539401126), np.int64(3353902017498793780)]"
7458850059926549081,"[np.int64(4891164246772479976), np.int64(8886002764685330098), np.int64(6152652267138213180), np.int64(2607211459879791691), np.int64(-6642751159620064055)]"
-7875485745277808506,"[np.int64(-5690023155612846030), np.int64(484986956330644320), np.int64(-6603970730135147059), np.int64(-7009536306337650657), np.int64(-1425776303341065806)]"
7793363699831164066,"[np.int64(9004099881383415529), np.int64(3643465492984939400), np.int64(-5231736210378596444), np.int64(-885453047081832598), np.int64(-8717945432162716060)]"
1537717759622831344,"[np.int64(-7777013191403056825), np.int64(1805849336099641652), np.int64(1021946628105173582), np.int64(-3697359635590244386), np.int64(-8618420761918493321)]"
9038543365726770177,"[np.int64(270443693434886127), np.int64(6157037646878010131), np.int64(-5088157426675091741), np.int64(5473340184873040894), np.int64(1768072794787289517)]"
2229625391864201918,"[np.int64(4546206336477094824), np.int64(123378787151399958), np.int64(-2323511129839590090), np.int64(-78422372027822130), np.int64(-5037827401452845772)]"
3328253785421705444,"[np.int64(-6340141548068597572), np.int64(-5179258585851879449), np.int64(-5829979886567267504), np.int64(9060231864899459154), np.int64(6260854150231142184)]"
2435024834845042614,"[np.int64(4555339116751579515), np.int64(-1437952039441999695), np.int64(4991224059205503283), np.int64(-7004749589391210034), np.int64(8905656922810620012)]"
2602221055863892168,"[np.int64(-1178371721262103855), np.int64(-329139582593571060), np.int64(-1565401790888834000), np.int64(1012456848389051365), np.int64(2834072258350675251)]"
3577117590019014785,"[np.int64(-2487699318115820990), np.int64(7653591914898297019), np.int64(-4612605965384710183), np.int64(1805849336099641652), np.int64(-5847687782206566321)]"
7915650190943924834,"[np.int64(-6308850935767965758), np.int64(-6765871608738223618), np.int64(4916417766268744775), np.int64(-2780168264183400543), np.int64(5270696484536580646)]"
7303676031229268527,"[np.int64(-4625438649010928449), np.int64(-8937070974333045193), np.int64(-2976309714446243509), np.int64(4165127518659426948), np.int64(-6558712014192834002)]"
3456674717452933449,"[np.int64(-5578229678262992168), np.int64(-4833307637594287163), np.int64(-3125361793069842594), np.int64(-2208293144000550811), np.int64(-6545872007932025533)]"
-8244000618837043328,"[np.int64(-6761163882540291832), np.int64(4909630283317268181), np.int64(4313871021753084020), np.int64(-5669503112960687520), np.int64(-8968101771604200516)]"
139485217095648183,"[np.int64(5745373608367143062), np.int64(-411378842607264055), np.int64(3134511142783292503), np.int64(-14569272361926584), np.int64(-8723568727518869245)]"
-4194520495766350572,"[np.int64(-1573329182923097618), np.int64(8968837261991914049), np.int64(-1572252285162838958), np.int64(3293246847422795557), np.int64(-1403735753867098241)]"
-5786811453218931415,"[np.int64(8869575677747285539), np.int64(231281690254211527), np.int64(-8968101771604200516), np.int64(1115750778137998115), np.int64(4815632823882298534)]"
7207514472495382992,"[np.int64(-78422372027822130), np.int64(897043351348716074), np.int64(-2323511129839590090), np.int64(4313871021753084020), np.int64(-2167839778474325326)]"
7226503561499839165,"[np.int64(-4798431998955209742), np.int64(6521856301289868251), np.int64(4165127518659426948), np.int64(2474876390020567211), np.int64(-5813211845057621660)]"
-6312384811410586459,"[np.int64(8870251820986769829), np.int64(-36844712915106340), np.int64(3162261384765351942), np.int64(-5676280017759875198), np.int64(-6499865726739947794)]"
6664082205633624486,"[np.int64(8968837261991914049), np.int64(-5798690764728257756), np.int64(-1403735753867098241), np.int64(6987435400166905688), np.int64(1286723199785027310)]"
2951308020527021494,"[np.int64(91241469839881699), np.int64(-7350631483047993309), np.int64(484986956330644320), np.int64(-7009536306337650657), np.int64(-2167839778474325326)]"
9124439338148818380,"[np.int64(-6400214860728938634), np.int64(8342423402350940832), np.int64(-5881946480525580860), np.int64(-8353590933060505654), np.int64(-2547386150711652030)]"
-1365928983118861754,"[np.int64(-7646922141533719881), np.int64(2372438485070148864), np.int64(4118743389464105405), np.int64(2244894675266276573), np.int64(-1573329182923097618)]"
-8689798332822398451,"[np.int64(-4084394822880420062), np.int64(-2855218766021441159), np.int64(5714874452041944640), np.int64(-7492067511846042603), np.int64(511891900317865118)]"
7813943820850065086,"[np.int64(4241385837165861843), np.int64(-5658245291907121574), np.int64(5688444173453700360), np.int64(-6851425181090952724), np.int64(-6564402465035266866)]"
9175693555063886126,"[np.int64(3268064929368559554), np.int64(2788367348502337122), np.int64(-8704908797766843570), np.int64(8259682769688682084), np.int64(4247196691613374764)]"
-2703878216681968882,"[np.int64(3720742491238027703), np.int64(7775857588929395558), np.int64(-44082375822273498), np.int64(-4309525417316029305), np.int64(-21036008762564671)]"
6059546463839992340,"[np.int64(4404314996867098682), np.int64(-4027027091658759481), np.int64(-7568926158048616650), np.int64(-7568926158048616650), np.int64(-8632408281960398473)]"
6909761382991856804,"[np.int64(5779887740609126631), np.int64(123378787151399958), np.int64(4161491675236615151), np.int64(231281690254211527), np.int64(6341647533150019811)]"
-1693609914930807886,"[np.int64(-7009536306337650657), np.int64(-825802007843492131), np.int64(-5088157426675091741), np.int64(-3405516291669853723), np.int64(-5843518165523212471)]"
-5750828394349042089,"[np.int64(-4749032095489327822), np.int64(7506614456429888492), np.int64(-2923886912694084893), np.int64(2399228553079505025), np.int64(-3269885695260066314)]"
4577451034168098359,"[np.int64(-6171950598721418038), np.int64(444378495316508239), np.int64(-3745582971859460684), np.int64(3075810310719170278), np.int64(3180608611815082945)]"
7216750853471801538,"[np.int64(7216750853471801538), np.int64(7993526700719577624), np.int64(-3951274083288934897), np.int64(8586403905004879205), np.int64(-3886927790136130174)]"
7216750853471801538,"[np.int64(7216750853471801538), np.int64(7993526700719577624), np.int64(-3951274083288934897), np.int64(8586403905004879205), np.int64(-3886927790136130174)]"
7993526700719577624,"[np.int64(7216750853471801538), np.int64(7993526700719577624), np.int64(-3951274083288934897), np.int64(8586403905004879205), np.int64(-3886927790136130174)]"
-6400214860728938634,"[np.int64(-6400214860728938634), np.int64(8342423402350940832), np.int64(-5881946480525580860), np.int64(-8353590933060505654), np.int64(-2547386150711652030)]"
-2494226662129766130,"[np.int64(-2167839778474325326), np.int64(5901067357946111913), np.int64(1012456848389051365), np.int64(-321691855821364131), np.int64(-2309481887656981309)]"
-455124319026316634,"[np.int64(-5637143900506554933), np.int64(-993224631915984347), np.int64(6678691743269420670), np.int64(7395435905985567130), np.int64(3564394485543941353)]"
-6829454835237183038,"[np.int64(-7638840925036528150), np.int64(-3351656282247453586), np.int64(-6499865726739947794), np.int64(-6499865726739947794), np.int64(809601605585939618)]"
-2069509552243850466,"[np.int64(3268064929368559554), np.int64(-7638840925036528150), np.int64(-3338916066794638254), np.int64(2285214528595997209), np.int64(-6829454835237183038)]"
-721732705314803549,"[np.int64(123378787151399958), np.int64(5779887740609126631), np.int64(2639926854188906104), np.int64(1115750778137998115), np.int64(6341647533150019811)]"
6915731723505426291,"[np.int64(-7191607771634445823), np.int64(6797493571710971497), np.int64(216869981229779312), np.int64(8844011188151156774), np.int64(-7863574628164051955)]"
-769212572760644334,"[np.int64(3256054536066714292), np.int64(-4503975842879662368), np.int64(-3671800260859291252), np.int64(-4463029741564307314), np.int64(-3872763991286728274)]"
9004099881383415529,"[np.int64(3643465492984939400), np.int64(7793363699831164066), np.int64(-885453047081832598), np.int64(-5231736210378596444), np.int64(-4102297002729307038)]"
-1876558460087500339,"[np.int64(-6893108632164641498), np.int64(-8388400806941996172), np.int64(-5920475612630001479), np.int64(-2097075598039554565), np.int64(-4145260601063545880)]"
6031953227014493100,"[np.int64(4815632823882298534), np.int64(-5843518165523212471), np.int64(4563006651994272837), np.int64(-6584408680441477889), np.int64(3662832673570108627)]"
-7638840925036528150,"[np.int64(-6829454835237183038), np.int64(-3351656282247453586), np.int64(-6499865726739947794), np.int64(-6499865726739947794), np.int64(809601605585939618)]"
-1676378465482420452,"[np.int64(8770410950539401126), np.int64(5028081187109329892), np.int64(8631616594020837056), np.int64(-7002558676365724983), np.int64(-634395794651424614)]"
-1150591229250318592,"[np.int64(-7566966163569468290), np.int64(1356221992133852808), np.int64(-9041823059579281174), np.int64(1532206435917316688), np.int64(-8368414190009234878)]"
-2487699318115820990,"[np.int64(3577117590019014785), np.int64(7653591914898297019), np.int64(-8149429101569453081), np.int64(1805849336099641652), np.int64(5684817723169964056)]"
8900292750226176660,"[np.int64(-7463572107837163154), np.int64(-7349721727282676870), np.int64(1328618437884612347), np.int64(5250363310227021277), np.int64(-7126520323752764957)]"
6817244649248188271,"[np.int64(-9028990334396397584), np.int64(-6074661548047199165), np.int64(-6499865726739947794), np.int64(-6499865726739947794), np.int64(511891900317865118)]"
-885886002174762919,"[np.int64(-6932442635231192683), np.int64(4788854083489560153), np.int64(-1181242543195516037), np.int64(1649752043999819668), np.int64(-8480712303720557641)]"
6006800146436649545,"[np.int64(-8259953995965151136), np.int64(4372031182493802582), np.int64(-1596335233529956315), np.int64(3598164602856140626), np.int64(30461094217357731)]"
-3231932874544830919,"[np.int64(4546206336477094824), np.int64(-3387298624573211014), np.int64(374352050712569304), np.int64(4563006651994272837), np.int64(-6761163882540291832)]"
-7442296890640709658,"[np.int64(3980405883168341377), np.int64(-9050450867630628092), np.int64(-6940659689413147290), np.int64(-7766518409111702133), np.int64(5817939718364925129)]"
-6570327055377820618,"[np.int64(6678691743269420670), np.int64(-5637143900506554933), np.int64(7395435905985567130), np.int64(5258604889412591249), np.int64(-993224631915984347)]"
-1897853393557630253,"[np.int64(2359690284139785648), np.int64(-7766518409111702133), np.int64(7526364197140419661), np.int64(-8189315446782327370), np.int64(-9050450867630628092)]"
8734156751308150579,"[np.int64(-8512461968928613053), np.int64(1266958185239582088), np.int64(-3810375613673461625), np.int64(-1868297195590431285), np.int64(-1852324383183073754)]"
-3179358869851478234,"[np.int64(-6340141548068597572), np.int64(-5179258585851879449), np.int64(-5829979886567267504), np.int64(9060231864899459154), np.int64(2731915238980099593)]"
-6761163882540291832,"[np.int64(123378787151399958), np.int64(4313871021753084020), np.int64(231281690254211527), np.int64(-8968101771604200516), np.int64(4815632823882298534)]"
679005777543560737,"[np.int64(8779890754987103603), np.int64(539980615899429566), np.int64(7883212773611521498), np.int64(-6761163882540291832), np.int64(6162786478796754684)]"
-8052188270551570124,"[np.int64(484986956330644320), np.int64(-2323511129839590090), np.int64(-6859363289291329827), np.int64(-8968101771604200516), np.int64(3306277069425849869)]"
7510090557616166004,"[np.int64(-5813211845057621660), np.int64(1403599387299754918), np.int64(6075137928366965854), np.int64(8729086959762650511), np.int64(2474876390020567211)]"
-5628343274127925011,"[np.int64(5930806521893160184), np.int64(-3060116862184714437), np.int64(3273084325487543386), np.int64(5533752987392101383), np.int64(-43795168179752761)]"
8631616594020837056,"[np.int64(8789407896263306493), np.int64(5410603488837817052), np.int64(607684800821303652), np.int64(-692972306229904743), np.int64(8770410950539401126)]"
-6207670654614839859,"[np.int64(-5912792039759735631), np.int64(-2554512494756911972), np.int64(2399228553079505025), np.int64(-3269885695260066314), np.int64(4785499183287168509)]"
2255878226385826814,"[np.int64(2668385070649954934), np.int64(-21036008762564671), np.int64(3273084325487543386), np.int64(3149164017776669829), np.int64(-1839591250599587429)]"
-5458316826145145813,"[np.int64(3999205546352981758), np.int64(5395868751435718725), np.int64(5870088709232734362), np.int64(3273084325487543386), np.int64(2255878226385826814)]"
5395868751435718725,"[np.int64(-9086955082453789880), np.int64(-5410531116380081703), np.int64(245828856632598563), np.int64(-5458316826145145813), np.int64(-4126288159365354498)]"
1797385737206265555,"[np.int64(-2855910583928922225), np.int64(-5820943153819992582), np.int64(-7442296890640709658), np.int64(6097677219931837830), np.int64(5037221949349729844)]"
5410293063635507608,"[np.int64(-1564468014116140117), np.int64(-8704908797766843570), np.int64(8259682769688682084), np.int64(2788367348502337122), np.int64(6743199836219189414)]"
8240934591713322028,"[np.int64(5152069678055228801), np.int64(6669026579073415958), np.int64(6309804346176212907), np.int64(8605423472891112686), np.int64(-5924653357616257702)]"
174707786647990372,"[np.int64(1356221992133852808), np.int64(2608740049979127115), np.int64(5211673327552264703), np.int64(-4673235524420943843), np.int64(-9033211547111606164)]"
-9033211547111606164,"[np.int64(5211673327552264703), np.int64(5250363310227021277), np.int64(-7126520323752764957), np.int64(4877833951599818487), np.int64(1328618437884612347)]"
8779890754987103603,"[np.int64(679005777543560737), np.int64(539980615899429566), np.int64(-6761163882540291832), np.int64(7883212773611521498), np.int64(-6859363289291329827)]"
-2424983931459616622,"[np.int64(-3870325027932266414), np.int64(8596997246990922861), np.int64(4625350031392752392), np.int64(-4205346868684833897), np.int64(4877833951599818487)]"
6587635730509289343,"[np.int64(-6792965795755857419), np.int64(4338940510328721138), np.int64(-8123488152283046553), np.int64(-8641360668993633978), np.int64(-4049108709890217048)]"
5211673327552264703,"[np.int64(-9033211547111606164), np.int64(4877833951599818487), np.int64(1328618437884612347), np.int64(-518690781085251687), np.int64(-7586203274767893481)]"
886450434856305025,"[np.int64(-2976309714446243509), np.int64(817145340976958200), np.int64(5238119115012015307), np.int64(7508152369854945139), np.int64(-6792965795755857419)]"
-3061741807736367554,"[np.int64(-8123488152283046553), np.int64(-5115041394506292462), np.int64(4338940510328721138), np.int64(-6792965795755857419), np.int64(-9055044275358686874)]"
348632682812866328,"[np.int64(7775857588929395558), np.int64(3720742491238027703), np.int64(-4309525417316029305), np.int64(-4503975842879662368), np.int64(1403599387299754918)]"
3128282567747885251,"[np.int64(8886002764685330098), np.int64(-6546787050052580484), np.int64(1403599387299754918), np.int64(6075137928366965854), np.int64(1106203543388094548)]"
4430520614172753870,"[np.int64(-9089854794058353436), np.int64(-434149774629603391), np.int64(-9128652074338368262), np.int64(-3450690190989108770), np.int64(3609315114795782005)]"
-6884335507424704154,"[np.int64(-4280604324733069853), np.int64(5163772683749067995), np.int64(3075564241645350154), np.int64(-3537777320523757545), np.int64(-4201751526335049119)]"
4785499183287168509,"[np.int64(-8187220755213888616), np.int64(4139191914110236238), np.int64(7255021292858609470), np.int64(1981046186743381313), np.int64(-2271868873349907631)]"
-4673235524420943843,"[np.int64(174707786647990372), np.int64(4877833951599818487), np.int64(2608740049979127115), np.int64(-9033211547111606164), np.int64(5156657166068502754)]"
-5154395767417065070,"[np.int64(-4126288159365354498), np.int64(5395868751435718725), np.int64(4774970687540378081), np.int64(1981046186743381313), np.int64(-9086955082453789880)]"
-7191607771634445823,"[np.int64(4911701623098526999), np.int64(-3883591366197282127), np.int64(-8258529658421542282), np.int64(6915731723505426291), np.int64(-9083294960368598209)]"
-6244754482621048226,"[np.int64(2220561310072186802), np.int64(-8068727428160395745), np.int64(5258604889412591249), np.int64(638282658987724754), np.int64(-3745582971859460684)]"
2617330491231854367,"[np.int64(-9157338616628196758), np.int64(-2167839778474325326), np.int64(-4386371945374980231), np.int64(1012456848389051365), np.int64(8541347773340490171)]"
834896074125772354,"[np.int64(-2148899391355011268), np.int64(-205193648629294862), np.int64(-7002558676365724983), np.int64(8631616594020837056), np.int64(2072448887839540892)]"
4893900714822288649,"[np.int64(-1251258405608426882), np.int64(-5082274522455747241), np.int64(374352050712569304), np.int64(1115750778137998115), np.int64(123378787151399958)]"
-637050915727878966,"[np.int64(1920899299418335515), np.int64(-9089854794058353436), np.int64(-434149774629603391), np.int64(-1917202688559171732), np.int64(-1691850508443380568)]"
5111115201913219115,"[np.int64(8968837261991914049), np.int64(-1403735753867098241), np.int64(6987435400166905688), np.int64(1286723199785027310), np.int64(4479576054067772847)]"
-7838000919054582150,"[np.int64(-4278025512576376201), np.int64(-8254222281357012124), np.int64(4161491675236615151), np.int64(1577045425286888616), np.int64(240943776326872028)]"
-7571123172959828025,"[np.int64(-7534240757267992657), np.int64(10247031220756478), np.int64(-2855910583928922225), np.int64(7024819429467163565), np.int64(-6308850935767965758)]"
-1771108209511321547,"[np.int64(3367026768872537336), np.int64(123378787151399958), np.int64(5779887740609126631), np.int64(5109221095427625188), np.int64(-5082274522455747241)]"
-3850803681204406658,"[np.int64(-2323511129839590090), np.int64(4815632823882298534), np.int64(231281690254211527), np.int64(123378787151399958), np.int64(4546206336477094824)]"
-6654470039478316910,"[np.int64(957332268361319692), np.int64(-1995591062742965408), np.int64(8620166073102656574), np.int64(8483892789913825147), np.int64(1106203543388094548)]"
3715130189384008388,"[np.int64(6607431762270322325), np.int64(3353902017498793780), np.int64(7359520440231676934), np.int64(-6451309518266745024), np.int64(-4110354420726924665)]"
-2896441888220202695,"[np.int64(7616911250531106641), np.int64(719128783277038733), np.int64(2573252627510191315), np.int64(-2630716662499331227), np.int64(-7002558676365724983)]"
6099026883115865746,"[np.int64(-6739959707791598779), np.int64(428486625959995206), np.int64(162771765556771108), np.int64(-3395906801262755897), np.int64(-5953227649059336919)]"
-1251258405608426882,"[np.int64(4893900714822288649), np.int64(-3363563881552061188), np.int64(-8819557474068526071), np.int64(-78667914647336721), np.int64(-2976309714446243509)]"
790210667253898984,"[np.int64(-7009536306337650657), np.int64(-2323511129839590090), np.int64(751528815916485437), np.int64(231281690254211527), np.int64(-8254222281357012124)]"
1536798472239364319,"[np.int64(-5060993828460133882), np.int64(2727743992157210358), np.int64(-8900113512825364282), np.int64(5293701842202310496), np.int64(-2683134512107439488)]"
-5881946480525580860,"[np.int64(9124439338148818380), np.int64(-6400214860728938634), np.int64(-3590865837401183812), np.int64(638282658987724754), np.int64(-4316394955033262743)]"
1737303669706106633,"[np.int64(-434149774629603391), np.int64(-9089854794058353436), np.int64(3064370296170038610), np.int64(-7895534832212398576), np.int64(3609315114795782005)]"
-5920475612630001479,"[np.int64(-6893108632164641498), np.int64(-1876558460087500339), np.int64(-6397413461412629080), np.int64(-7387185690512762935), np.int64(2607211459879791691)]"
-615862350872519037,"[np.int64(1012456848389051365), np.int64(4546206336477094824), np.int64(-2323511129839590090), np.int64(123378787151399958), np.int64(374352050712569304)]"
-4996336942690402156,"[np.int64(8120046881003900118), np.int64(-6765871608738223618), np.int64(-5331421579623797776), np.int64(5271205718596251417), np.int64(5270696484536580646)]"
1233935898842140014,"[np.int64(-3405516291669853723), np.int64(-7812176982819372240), np.int64(1577045425286888616), np.int64(-1820269894165785259), np.int64(2709926970543371965)]"
-8202212195240926680,"[np.int64(-4218676349553328084), np.int64(-8942026248671582808), np.int64(-5179258585851879449), np.int64(-5829979886567267504), np.int64(-6340141548068597572)]"
8748370453256790422,"[np.int64(-8717945432162716060), np.int64(1440793148901830221), np.int64(4607279316199873708), np.int64(-5521549171704079872), np.int64(2704671778746002960)]"
5087084654882097891,"[np.int64(-6859363289291329827), np.int64(751528815916485437), np.int64(123378787151399958), np.int64(1012456848389051365), np.int64(-4386371945374980231)]"
-8996656559398843485,"[np.int64(-5690023155612846030), np.int64(-1452340812018195881), np.int64(3367026768872537336), np.int64(123378787151399958), np.int64(231281690254211527)]"
-2164628725543527116,"[np.int64(5250363310227021277), np.int64(-7126520323752764957), np.int64(5258604889412591249), np.int64(2220561310072186802), np.int64(638282658987724754)]"
2515874237935914763,"[np.int64(-3699283667575074041), np.int64(-7009536306337650657), np.int64(4634963407423735625), np.int64(-4386371945374980231), np.int64(-1537223691132357350)]"
-1606909838151129701,"[np.int64(-7990179956144740367), np.int64(-4070929606295451361), np.int64(6892866957050839435), np.int64(5293701842202310496), np.int64(-5017021199558167721)]"
5817939718364925129,"[np.int64(5817939718364925129), np.int64(2628816849077589497), np.int64(-7766518409111702133), np.int64(5967886403500658324), np.int64(-7442296890640709658)]"
